Date,Job_Title,Rating,Current/Former,View_URL,Summary,Location,Recommend,CEO Approval,Business Outlook,Pros,Cons
28-May-12, Engineer,4.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1541290.htm,Nice place to work,"in Beijing, Beijing",Recommend,CEO Approval,Business Outlook,"- Nice management team
- A Decent package for the engineer
- Free lunch, outing, and other welfare supplied by the company","- Beaucratic culture
- Germany and French always look down up on each other
- Window ceiling for the local employee"
30-Aug-13, Engineer,4.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2994458.htm,"Excellent work opportunities, slow growth",in Bangalore,Recommend,CEO Approval,Business Outlook,"International visits/ projects
Best work experience in aviation sector
Helpful environment
Quarterly awards for best performing individuals and teams","Not great salary/bonus
Slow bureaucratic approach
Inflexible work schedule
Meritocracy given less precedence
Limited recreational activities (only carrom and foosball)"
27-Jul-14, Commodity Buyer,4.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4661460.htm,Great internship in Procurement,in Getafe,Recommend,CEO Approval,Business Outlook,"Great benefits including bus, lunch and extensive holidays. Great deal of independence. Teamwork",Most jobs in Spain are internships. Difficult to get in or to promote due to Group restructuration and its current internal policy.
8-Oct-14, Internship,4.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5124159.htm,Good company to work,in Seville,Recommend,CEO Approval,Business Outlook,"Big company, easy to develop a career there. HR department encourages mobility. You can learn a lot in many different fields. Work/life balance is really good.",Changes are not so easy to implement because many people are very accommodated.
18-Jan-15, Not Declared,3.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5720195.htm,Not bad at all,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"- high quality company
- really multi national
- excellent flexi hours and only 35 pw","- better pay would be advantagious
- they like free labour work sometimes, promoting internship for free for long periods and not hiring at the end."
17-Nov-16, Anonymous Employee,2.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12704927.htm,Lead Design engineer,"in Bristol, England",Recommend,CEO Approval,Business Outlook,Great place for innovation and growth .Great opportunities for talent to grow. New technologies and benefits.,Company needs to focus more on talent retention than management. Needs to understand that this is engineering company and not a business consultancy.
26-Apr-18, Cabin Interior Design Manager,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20315475.htm,Negotiate your salary at entry level!,in Toulouse,Recommend,CEO Approval,Business Outlook,"Very much stable company, lots of benefits in terms of credits and external welfares",bureaucracy. difficult  to move from department and grow if you don't have an engineering or financial background. networking is essential to grow.
1-Sep-18, Associate Engineer,3.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW22275429.htm,Okay,in Bangalore,Recommend,CEO Approval,Business Outlook,Less Work Pressure. Flexible Timing. Good People (at least they have to behave well),Stagnant work. Core engineering work is not good at India center. Less salary compares to industry standard. Good initiatives are only on paper.
16-Jan-19, Senior Aircraft Technician,3.0,"Former Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24246487.htm,A place where the messiest of the mass happens.,"in Seletar,",Recommend,CEO Approval,Business Outlook,"Best team I've worked with, but the department (MRO) had closed down.","Policies keep changing to the employees, due to company's constraint, but the higher management get to be immune from the changes."
6-Mar-19, Electronics Design Engineer,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25020302.htm,"Good job, good people, not so good management",in Tres Cantos,Recommend,CEO Approval,Business Outlook,"The possibilities are great, the people, job itself.","The company is so big that sometimes it is difficult to see real problems at local sites.
Multi-country projects sound great at management, but are a real mess"
29-Jun-11,,1.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1001260.htm,Gone down hill since new management installed.,,Recommend,CEO Approval,Business Outlook,"Great non-managment people, who are hard workers that do what it takes to get the job done.",Senior management (staff) don't know how to run a business. The company will end up being sold or run into the ground unless the current CEO/President is replaced.
25-Feb-15,,2.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5993748.htm,Not so Good and absolutely nothing to learn or earn,in Bangalore,Recommend,CEO Approval,Business Outlook,"Relaxed Life
No questions asked
Full Govt working timings, no one cares much","Transitions of Branding
No work packages
No pay
Just Dragging this Electronics BL"
14-Aug-15, Engineer R&D,4.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW7578882.htm,Very interesting place to start your career,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,"Varied projects, a lot of responsabilities right from the start. Your opinion is valued but your mileage may vary depending on the department and your boss. Good salary and holidays.",Very slow salary growth.
2-Jun-16, Anonymous Employee,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW10809172.htm,System Simulation Engineer,in Bangalore,Recommend,CEO Approval,Business Outlook,"Cooperative team, HR activities, Positive working environment",Export controlled technical data unavailable to Indian citizens. (Sub-contracted work form Europe done in India)
3-Feb-19, Anonymous Employee,3.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24515529.htm,Good Company to Work,in Bangalore,Recommend,CEO Approval,Business Outlook,Highly empowered work which enables you to be decision maker for your tasks.,Retaliation from Front-Line Manager is very high against any feedback from team.
9-Sep-16, Flight Test Mechanic,2.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW11868399.htm,Flight test mechanic,in Toulouse,Recommend,CEO Approval,Business Outlook,Good working in the south of France and good to gain experience on all Airbus variants. Very enjoyable location,Poor higher management. Leadership skills could be better. There needs to be more tooling provided for certain jobs
25-Feb-17, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13939423.htm,My time at Airbus,,Recommend,CEO Approval,Business Outlook,It is great fun and a really gr8 company. However i want to see what other options i have.,It doesnt pay that well especially considering brexit is coming up
3-Jul-17, Manager,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15734136.htm,Good company,in Brisbane,Recommend,CEO Approval,Business Outlook,"Great company with good portfolio and good opportunities, but you have to be connected to be promoted.",internal bureaucracy can be daunting at times and very frustrating. Very little upwards movement which limits progression
11-Mar-18, Principal Engineer,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW19634563.htm,Airbus Satellites,"in Portsmouth, England",Recommend,CEO Approval,Business Outlook,There is an interesting variety of work with the opportunity to get hands on the work.,"Legacy processes, ineffective decision making, little engineering staff development. Poor commercial awareness"
28-Nov-18, Intern,4.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW23602567.htm,It's what you make it!,"in Filton, England",Recommend,CEO Approval,Business Outlook,You are expected to lead your own development; the management are very supportive and will help you achieve your goals.,"It's very corporate, and difficult to get promotions unless you are good at selling yourself."
16-Feb-19, Lead Design Engineer,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24728116.htm,Airbus after 17 years employment.,"in Bristol, England",Recommend,CEO Approval,Business Outlook,Flexible Working. Benefit schemes. Mobility. Progression Routes.,Low Pay. Too Many Paperweights Employed.
23-Sep-15, Engineer,2.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW8046541.htm,"Good Pay, Not so Great Culture",in Bangalore,Recommend,CEO Approval,Business Outlook,"It is a very stable company with few competitors
Reasonably Good Salary
Good Benefits
Stable Job","Way too much politics
Extremely steep hierarchy
Ancient style of working and very rigid processes
No Flexible working hours"
19-Jul-16, Anonymous Employee,3.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW11289524.htm,Good experience,"in Stevenage, England",Recommend,CEO Approval,Business Outlook,"a pleasant work environment, easy to access it from London, it really help to broaden the area of expertise","rather difficult to advance on the career ladder
poor communication between some departments which slows things down"
10-Dec-16, Manufacturing Engineer,3.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12955998.htm,Manufacturing Engineer,"in Broughton, Wales",Recommend,CEO Approval,Business Outlook,"Varied experience, fast paced environment, training and development opportunities.","Large organisation, limited progression, high work loads due to constant head count challenges."
17-May-18, Anonymous Employee,2.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20626505.htm,Stevenage,,Recommend,CEO Approval,Business Outlook,"Mobility between countries, very interesting projects","Poor tooling, canteen is low quality, low pay for the location, offices are ancient, ineffective computer hardware and software."
7-Apr-13, Engineer,4.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2537445.htm,"good company to work, an European working way.",in Bangalore,Recommend,CEO Approval,Business Outlook,"very good work culture, good salary. nice facilities.",NA. less than a year work experience.
27-Feb-17, Anonymous Employee,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13957873.htm,Airbus intern,in Hamburg,Recommend,CEO Approval,Business Outlook,"Great company which backs your personal ideas and vision financially, even as a student, if you take initiative.","You have to take initiative to get things done, internal processes are very slow. Team-work is sometimes lacking."
29-Mar-17, Executive Assistant,2.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW14394259.htm,Nothing to say,in Bangalore,Recommend,CEO Approval,Business Outlook,It was a nice place to work,One of the worst and selfish HR's I have come across in my life. Only thought of themselves and ruined other employees careers.
13-Oct-17, Stress Engineer,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW17331207.htm,Large Company - Pros and Cons,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Excellent opportunities to learn, with emphasis on continuous learning (for people with the desire to forward their career)",Very slow management in responding to employee concerns or more innovative ways of working
7-Jul-18, Product Assurance Manager,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW21374146.htm,Best aerospace company in South Germany,in Friedrichshafen,Recommend,CEO Approval,Business Outlook,"Full spectrum on site: Satellites, ISS, Military work, you name it
Good pay, 
flexible hours,
unparalleled outdoor opportunities","no large city around
offices bit old fashioned
bad IT"
19-Feb-14, Anonymous Employee,3.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3730171.htm,"Wealth of Interesting Work, Large Company, Limited Promotion Prospects",,Recommend,CEO Approval,Business Outlook,"Interesting and Complex Products (Aircraft), Global Projects, Multi-Cultural/National Environment","Large, slow moving organisation with inhibiting HR Policies, limited growth opportunity, dis-economies of scale."
7-Apr-14, SDC,1.0,"Former Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4015359.htm,Airbus group,"in Newport, Wales",Recommend,CEO Approval,Business Outlook,"Big and good pay/benefits, comfortable big company feel, but it is an illusion.","Bureaucratic, monolithic, does not like independent thought, has a high degree of nepotism."
24-Jun-14, Procurement Coordinator,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4465064.htm,"Very good with colleages all over the company, not so good with Human Resources management",in Getafe,Recommend,CEO Approval,Business Outlook,"Stable, people, product itself, money","Big company that moves slowly, badly organized regarding Human Resources department and how they manage workers' issues"
6-Jan-15,,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5641973.htm,Good firm to work for with lots of opportunities,,Recommend,CEO Approval,Business Outlook,"Mobility within business, Friendly working environment cutting edge design, tools and methods","Sometimes too much travel required to visit all sites, if you are involved in certain programs"
18-Feb-16, Quality Engineer,1.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9620932.htm,Very bad treatment of contractors,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"-flexible working hours
-a lot of nice engineers","no training provided 
no personal development
discriminatory colour badge system
contractors get treated like second class citizens
even though you are there to help the company they try to restrict your access to everything
almost impossible to get a job in the company in UK
horrible HR"
8-Dec-16, Solutions Architect,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12941908.htm,"Work here if you are looking for stability, for inovation look somewhere else","in London, England",Recommend,CEO Approval,Business Outlook,"Relaxed work environment, stability. Exposure to the space industry","No strategy, no true valid career progression. Not open to changes."
22-Jan-17,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13431341.htm,Internship,,Recommend,CEO Approval,Business Outlook,"Many opportunities and enriching experiences. Exposure to great tools and equipment, presentations and the like.",Large company means individual priorities can get lost. This can be overcome with proactivity but is not ideal by any means
14-Nov-18, Internship,3.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW23411824.htm,not really demanding,in Madrid,Recommend,CEO Approval,Business Outlook,Big corporation and a lot of contacts to find,"Procesess and structures are very old, no real company culture"
16-Mar-19, Information Security Manager,4.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25193545.htm,Static company with several good perks,in Madrid,Recommend,CEO Approval,Business Outlook,"Good ambience, free cantine, transportation, working hours","Low salaries for experienced people, no professional career, temp contract the first 4 years"
29-Nov-12,,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2168701.htm,Real Good one,,Recommend,CEO Approval,Business Outlook,"One on the only buisiness area wich are more or less protected from the crisis.
Part of EADS group
Great opportunity at IT level",As all huge group it is hard to make thing change.
9-Mar-14, Anonymous Employee,3.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3839632.htm,Airbus Defence and Space,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,dolce far niente and still get paid...bitter but unbelivable true,"neverending transformation process; no outlook, lack of mid term strategy, egocentrism, low quality management, ethic & company values = just marketing terms"
7-Mar-16, Internship,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9833804.htm,internship at airbus group,in Manching,Recommend,CEO Approval,Business Outlook,"Very friendly and willing to help supervisors
Very good payment for internship level
The company provided free company buses for transport","Not many cons, except that the work was at times very basic"
11-Jan-17, Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13276718.htm,Good company for early career,in Bangalore,Recommend,CEO Approval,Business Outlook,"Good Salary
No micro management
Multicultural
Good travelling options
Good work life balance","No career growth
Poor management
Bad HR policies 
Too much hierarchy 
Favortism"
18-Jun-17,,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15527630.htm,Best experience so far,,Recommend,CEO Approval,Business Outlook,Good company to start a nice carreer with international possibilities and good overall conditions,Boureaucracy is overwhelming for simple tasks some times. A great effort is being done to improve this.
19-Jul-17, Anonymous Employee,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15968602.htm,Needs to keep the pace for a future improvement,,Recommend,CEO Approval,Business Outlook,"Good worklife balance, Interesting topics, Salary, stability, process based work if you like that","Jerarchy, No innovation, Promotion, Location, connection from Munich, processes  can be optimized"
21-Nov-17, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW18006667.htm,Great employer but with large focus on Toulouse,,Recommend,CEO Approval,Business Outlook,Great employer with great benefits and above average pay,The previous international environment becomes more and more French after the HQ move to Toulouse. Very hierachical organisation
8-Jan-19, Operations Manager,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24120147.htm,Airbus Defence and Space,in Riyadh,Recommend,CEO Approval,Business Outlook,Excellent company to work in with high potential for progression,Limited access to training progression when deployed in remote locations
23-Jan-14, Buyer,2.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3575824.htm,unfulfilling,in Toulouse,Recommend,CEO Approval,Business Outlook,"very skilled engineers, european project, innovation should be more well-implemented","lost its dynamism, bad people management, too many processes, not enough work done"
10-May-14, Spacecraft Operations Architect,3.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4203530.htm,Worked as an Engineer for 3 different projects at Stevenage,"in Stevenage, England",Recommend,CEO Approval,Business Outlook,"Interesting work, there are not many spacecraft designers/builders in the UK","Bureaucracy, poor site infastructure and slow promotions."
24-Apr-17, Senior Manager,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW14759104.htm,Head of production area- Senior manager,in Madrid,Recommend,CEO Approval,Business Outlook,no pressure / Stress compared with other manufacturing companies,"old mentality / reluctance to change in most of the departments
everybody get the same rewards despite the individual performance"
30-Jan-18, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW18981838.htm,"Good, stable company",,Recommend,CEO Approval,Business Outlook,"Not massive amount of stress
Opportunities and support in development
OK salary progression
Generally good management support for good working individuals
Flexible hours and only 35 hrs per week required",Not  great salary progression
14-May-12, Assistant Planner,2.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1510172.htm,"All right, except for the politics",,Recommend,CEO Approval,Business Outlook,Plenty of opportunities to learn and pick up new things,Too much politics to deal with
29-Jul-13,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2870297.htm,Test Engineer,,Recommend,CEO Approval,Business Outlook,Huge projects. Possibility to move in cross departments. Good food. Leader in its area.,Not so much paid. Not a fast paced environnement. 20 years long projects.
22-May-14, Performance Manager,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4270296.htm,Very international,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Frequent travelling across sites, job security, opportunities to advance.",Depending on your boss is hard to change positions inside the company.
29-Jun-15,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW7056446.htm,Financial Controller,,Recommend,CEO Approval,Business Outlook,"good benefits, good work/life balance and feeling to be part of a big family 
A lot to learn for entry-level","hazy management sometime, workload is related to period of the year"
30-Sep-18, Anonymous Employee,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW22729381.htm,Great looking in,in Toulouse,Recommend,CEO Approval,Business Outlook,"Working in central with the perks are amazing and depending on your position, world travel on a weekly/montly basis","once you reach a certain band, you will be pigeon holed"
3-Dec-18, IT Manager,3.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW23684196.htm,Not a bad place,"in Portsmouth, England",Recommend,CEO Approval,Business Outlook,"Flexible hours, working from home. Bonus potential for higher grades. Investment in technology.","Very small company profit bonus. Not fully flexible working, very poor career progression."
9-Sep-13, Systems Engineer,4.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3029905.htm,Good company - bogged down by process,"in Newport, Wales",Recommend,CEO Approval,Business Outlook,"Friendly workforce, good 'can do' attitude.",Overbearing process and politics slow down delivery.
23-Aug-14, Technical Project Manager,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4833155.htm,Big company with lot of challenge,in Hamburg,Recommend,CEO Approval,Business Outlook,"Open minded, extremely professional, good benifits compensation package and oveall a very valuable working experience.",Company is too big therefore slow pace of achieving goals.
25-Jun-15,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW7015683.htm,Great worklife balance,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"work life balance
mobility system
working with a cool product",need to go to Toulouse to have a career
29-Sep-17, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW17094939.htm,Excellent place to work,,Recommend,CEO Approval,Business Outlook,"Good balance between personal and work.
Leader in Aerospace industry.
Chances to move between departments","Too gob environment.
Not to fast pace. 
Difficult to growth at a certain salary level."
6-Dec-17, Head of Engineering,1.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW18228287.htm,Senior engineer,"in Bristol, England",Recommend,CEO Approval,Business Outlook,I cannot think of any.,"It has become an A320 factory...no interesting new projects, black box called ISAMI, all they do is integration work, and even this is done badly...Airbus managed to throw all the glamour of engineering in the mud."
24-Feb-18, Translator (Trainee),4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW19396303.htm,Good experience,in Madrid,Recommend,CEO Approval,Business Outlook,"á Great learning experience
á Good wage even as a trainee
á Nice work environment
á Almost no work overload","á Limited possibilities to be recruited 
á Work time starts too early"
30-Sep-18, Aircraft Technician,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW22727306.htm,Airbus is help me to dezvolt my self and to grow,in Hamburg,Recommend,CEO Approval,Business Outlook,The job is interesting and I donÕt see me do something else.,The daily challenges are to reach the target
9-Feb-14, Trainee Procurement Airbus,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3668416.htm,wonderful,in Getafe,Recommend,CEO Approval,Business Outlook,it's a very good company that cares for its employees. I advice it.,the management is full of elderly people and sometimes that slows down the process.
4-May-15, Human Resources ,3.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6504525.htm,Good,in Bangalore,Recommend,CEO Approval,Business Outlook,"Good Learning and exposure, however sometimes you feel no one is bothered about your career except your self.",Not so active environment. You need to create energy for your self.
15-Aug-15, Design Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW7593706.htm,Good company,"in Filton, England",Recommend,CEO Approval,Business Outlook,"Good policy company, but different contracts depending on each natco, french contracts significantly more advantage",All is handle in france
12-Feb-16, Sales Manager,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9549222.htm,Sales Manager,in Toulouse,Recommend,CEO Approval,Business Outlook,Dream products ; Toulouse ; Innovations ; Challenge,Speed ; Size ; Inertia ; Risk adverse
11-Oct-16,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12274842.htm,Good company to work,,Recommend,CEO Approval,Business Outlook,"If you do seek an experience on Aviation industry, this will be the right choice.",It is a startup company which was established in April 2016.
16-Mar-19, Anonymous Employee,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25197425.htm,Good place to work,,Recommend,CEO Approval,Business Outlook,"Friendly staff, nice offices, flexible work hours",lot of senior members in the management and lot of ego clashes
6-Jun-15, Engineer,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6819294.htm,Airbus,in Paris,Recommend,CEO Approval,Business Outlook,"good work life balance, strong senior management team, excellent benefits, multicultural place","pay is below global averages, slow culture, bit bureaucratic at times, moving up can be hard"
28-Jul-16, Human Resources Business Partner,3.0,"Former Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW11382093.htm,HRBP,"in Broughton, Wales",Recommend,CEO Approval,Business Outlook,"Global company, 35 hour week, great team spirit, transparent with communications","Low pay in comparison to market, 1970s manufacturing leadership styles, very ""clicky"""
14-Sep-16, Anonymous Employee,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW11923546.htm,Project Manager,,Recommend,CEO Approval,Business Outlook,Employees proud to work for Airbus leading to good corporate culture. CEO very inspiring,"Poor management skills in place, really hard to be promoted"
21-Mar-19, Anonymous Employee,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25280296.htm,Intern in Digitalization,,Recommend,CEO Approval,Business Outlook,It is a huge company so there are a lot of different projects and environments to work in.,It is really hard to get a fixed position.
28-Nov-11, Transnational Lead Engineer,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1216476.htm,Exciting,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"- Interesting job field
- Opportunities to make decisions and see the consequences","- Tends to be too market oriented, with more and more pressure for engineers to deliver on TCQ"
17-May-15, Structural Engineer,3.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6624635.htm,Good Place to work...low benefits,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"The company is a good place to work, nice people, good technical knowledge within the company","No proper sharing of knowledge, Low salaries"
9-Oct-16, Lead F&DT Engineer,3.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12240414.htm,Technically Fulfilling,"in Filton, England",Recommend,CEO Approval,Business Outlook,"Technically challenging, good work-life balance, great people, diverse environment","Career progression only if you are inclined to management, poor pay progression,"
18-Jan-17, Manager,3.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13380350.htm,R&D Manager / Pgm Manager,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,"OEM, international company, many different cultures","Lots of politics, limited possibilities, many processes"
6-Feb-18, Accounts Payable Clerk,4.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW19117072.htm,Accounts payable clerk,in Johannesburg,Recommend,CEO Approval,Business Outlook,Learn more about Aviation and its challenges.,Working under pressure and knowing that other people life are in your hands
26-Apr-18, Anonymous Employee,2.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20321655.htm,Boring experience,,Recommend,CEO Approval,Business Outlook,Good workmates and positive work  environment.,No professional development for subcontractors.
2-Jun-14, Anonymous Employee,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4332551.htm,a good company,,Recommend,CEO Approval,Business Outlook,"international environment, good work life balance",HR is disappointed to the employee promotion
31-May-15, Director,1.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6751605.htm,Burocratic and slow,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,you don`t really have to do a lot if you make the right friends - or hide away wherever possible,"this is not a place where innovation lives - I have never seen so much boring bureaucracy, unnecessary things and inefficiency."
6-Mar-19, Graduate Student,4.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25031404.htm,nice place to work indeed,in Toulouse,Recommend,CEO Approval,Business Outlook,good salary and enough diversity with staff and tasks,"bureaucracy, too much gap between management and employees"
3-Aug-13, Procurement Manager,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2893121.htm,Airbus is an awesome company that offers limitless opportunities,in Madrid,Recommend,CEO Approval,Business Outlook,"International environment, very interesting business, high efficiency, high quality products, innovation","Bureaucracy, influence of politics & diplomacy"
10-Jan-16, Project Leader,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9139336.htm,Pretty good,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,"Fairly good compensation, flexible working time, friendly working environment","Growth opportunities limited, very traditional management, conservative mindset"
7-Nov-16,,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12584804.htm,Work Life balance <3,in Bangalore,Recommend,CEO Approval,Business Outlook,"Work Life Balance
Great people, highly enthusiast about aerospace
Variety of work","Low Income / stipend
More variety of work for employees"
